first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
Edsel,Arguile,Male,37,1993-04-01,,Manufacturing,Mass Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,Yes,5
Astrid,Sumnall,Female,94,1964-08-15,Assistant Manager,Manufacturing,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,13
Sauveur,Edmands,Male,23,1977-07-20,Executive Secretary,Retail,Mass Customer,N,"<>?:""{}|_+",No,14
Wendi,Hew,Female,15,1971-12-06,Staff Scientist,Health,High Net Worth,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,5
Ryon,Elsay,Male,90,1976-09-04,Chief Design Engineer,n/a,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,6
Milt,Erett,Male,34,1979-10-29,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,16
Lib,Schohier,Female,4,1958-03-07,General Manager,Manufacturing,Affluent Customer,N,ï»¿,Yes,14
Tim,Besset,Male,24,1973-05-19,Media Manager I,Health,Mass Customer,N,1.00E+02,No,7
Rosene,Bullar,Female,24,1959-05-08,Systems Administrator I,Financial Services,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,13
Wainwright,Succamore,Male,86,1959-03-27,Graphic Designer,IT,High Net Worth,N,ð¾ ð ð ð ð ð ð ð,No,7
Norene,Merle,Female,73,1968-05-20,Senior Cost Accountant,Financial Services,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,4
Bellanca,Raymond,Female,0,1985-04-09,Structural Engineer,Manufacturing,Mass Customer,N,!@#$%^&*(),Yes,5
Alastair,Van der Beken,Male,32,1957-05-15,Programmer Analyst II,n/a,Affluent Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,5
Cortney,Leet,Female,46,1981-08-23,Analog Circuit Design manager,Manufacturing,Mass Customer,N,,Yes,14
Hussein,Ticic,Male,27,1992-04-16,,Argiculture,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,4
Cammie,Edridge,Female,95,1976-08-27,Safety Technician II,Financial Services,High Net Worth,N,-0.5,Yes,8
Alexia,McTerrelly,Female,59,1987-06-15,GIS Technical Architect,n/a,High Net Worth,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,14
Bernadine,Shakeshaft,Female,42,1990-02-10,Cost Accountant,Financial Services,High Net Worth,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,7
Lissy,Paliser,Female,8,2001-05-22,Human Resources Assistant I,Financial Services,Mass Customer,N,â,No,1
Sutherlan,Truin,U,47,,Engineer IV,IT,High Net Worth,N,,No,
Collen,Kew,Female,76,1986-02-06,Professor,Financial Services,Affluent Customer,N,â¦testâ§,No,6
Travis,Hulatt,Male,64,1980-05-07,Senior Editor,n/a,Mass Customer,N,â¡,Yes,10
Hettie,Godden,Female,77,1978-12-10,Sales Representative,Retail,Mass Customer,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,18
Rabi,,Male,74,1953-11-04,Quality Control Specialist,n/a,High Net Worth,N,,No,10
Kelsy,Rao,Female,6,1979-05-30,Research Associate,Telecommunications,High Net Worth,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,11
Benedicto,Blumire,Male,6,1975-01-30,,Property,Mass Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,5
Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,"'""''''""",No,12
Quentin,Forte,Female,37,1981-08-21,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,5
Garret,Higginbottam,Male,88,1978-08-19,,Financial Services,Mass Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,17
Isaak,Higounet,Male,64,1967-06-02,Clinical Specialist,Health,High Net Worth,N,null,No,11
Lambert,Edser,Male,68,1995-05-21,Account Representative III,n/a,Mass Customer,N,(ï½¡â â âï½¡),Yes,5
Gerri,Prott,Male,20,1987-05-30,,Property,High Net Worth,N,1.00E+02,Yes,9
Estelle,Sam,Female,93,1986-05-31,General Manager,Manufacturing,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,20
Kalvin,Paskin,Male,96,1994-12-01,GIS Technical Architect,n/a,Mass Customer,N,1.00E+02,No,1
Tracey,Redsull,Male,47,1957-04-12,Administrative Officer,Financial Services,Mass Customer,N,1/0,Yes,5
Daisi,Philip,Female,21,1986-04-18,Chief Design Engineer,Property,High Net Worth,N,(ï½¡â â âï½¡),Yes,16
Bar,Frankcom,Male,75,1993-06-04,Payment Adjustment Coordinator,n/a,Affluent Customer,N,../../../../../../../../../../../etc/passwd%00,No,9
Darline,Alpes,Female,72,1978-05-17,General Manager,Entertainment,Mass Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,No,11
Tory,Dosdell,Female,44,1973-04-26,,Financial Services,Mass Customer,N,"__ï¾(,_,*)",Yes,18
Lela,Carrell,Female,24,1975-10-22,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,6
Goddart,Pavelin,Male,10,1979-04-18,Legal Assistant,n/a,High Net Worth,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,No,3
Demetris,Shapcote,Male,92,1962-04-20,Computer Systems Analyst I,n/a,Affluent Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,No,10
Marcel,Eddolls,Male,66,1982-06-22,VP Product Management,Financial Services,Affluent Customer,N,Ù¡Ù¢Ù£,No,9
Morgun,Razoux,Male,55,1959-02-18,Staff Scientist,Financial Services,Mass Customer,N,1.00E+96,No,14
Micki,McNamara,Female,49,1987-05-02,General Manager,Financial Services,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,21
Peg,Cliff,Female,67,1998-02-22,Administrative Assistant III,n/a,Mass Customer,N,ð©ð½,No,4
Helga,Nuzzi,Female,8,1959-04-24,Clinical Specialist,Health,High Net Worth,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,13
Rowe,Barbary,Female,46,1979-01-15,Administrative Officer,Property,Mass Customer,N,ï»¿,Yes,6
Jorrie,Cerman,Female,98,1991-08-28,Chief Design Engineer,Retail,Affluent Customer,N,1.00E+02,No,2
Mendie,Teresi,Male,51,1986-12-30,Recruiter,Health,Affluent Customer,N,ð¾ ð ð ð ð ð ð ð§,Yes,9
Kent,Hatter,Male,23,1961-06-02,Assistant Media Planner,Entertainment,Mass Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,20
Marys,Vazquez,Female,30,1986-01-06,Account Executive,n/a,Affluent Customer,N,1'; DROP TABLE users--,Yes,4
Fair,Dewen,U,47,,Engineer III,IT,High Net Worth,N,,No,
Frederico,Spearman,Male,43,1978-01-04,Assistant Manager,Property,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,12
Brandyn,Gain,Male,22,1962-09-18,,Manufacturing,High Net Worth,N,ð,Yes,18
Cindy,Eakin,Female,33,1956-01-21,Staff Accountant II,Manufacturing,Mass Customer,N,<img src=x onerror=alert('hi') />,No,13
Hamlen,Slograve,Male,71,1973-04-09,Web Designer I,Retail,Affluent Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,3
Peg,Woodstock,Female,98,1986-01-22,Automation Specialist IV,n/a,High Net Worth,N,1'; DROP TABLE users--,No,17
Juditha,Leidl,Female,90,1986-06-26,Director of Sales,Manufacturing,Affluent Customer,N,1.00E+02,No,6
Cleavland,Karchowski,Male,14,1964-05-26,Human Resources Assistant III,Retail,High Net Worth,N,"__ï¾(,_,*)",Yes,9
Leontyne,Jackett,Female,78,1974-11-11,Quality Engineer,Financial Services,Affluent Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,Yes,17
Addy,Moukes,Male,39,1975-04-26,Product Engineer,Manufacturing,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,13
Christine,Baignard,U,1,,VP Quality Control,IT,Affluent Customer,N,,Yes,
Sybille,Ballsdon,Female,27,1980-04-10,Systems Administrator II,Manufacturing,Affluent Customer,N,ðµ ð ð ð,Yes,12
Quintus,Gouldthorpe,Male,47,1961-05-22,Executive Secretary,Retail,Mass Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,No,14
Guntar,O'Halloran,Male,5,1987-03-21,Associate Professor,n/a,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,Yes,6
Faulkner,McKiernan,Male,17,1956-10-30,Compensation Analyst,Financial Services,Affluent Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,19
Ced,Cuell,Male,51,1967-02-02,Structural Engineer,Telecommunications,Affluent Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,11
Tymothy,Rodder,Male,43,1981-01-19,,n/a,Mass Customer,N,ç°ä¸­ããã«ããã¦ä¸ãã,No,12
Neddy,La Grange,Male,25,1977-02-16,Senior Developer,Health,Mass Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,Yes,11
Iggy,Whorton,Male,50,1991-05-17,Compensation Analyst,Financial Services,Mass Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,7
Portia,Thirlwall,Female,96,1978-09-02,Analyst Programmer,Health,High Net Worth,N,âââ,No,14
Daffi,Idale,Female,5,1979-05-20,Cost Accountant,Financial Services,Mass Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,14
Christie,Bremeyer,Male,34,1974-12-14,Senior Sales Associate,n/a,High Net Worth,N,0/0,Yes,3
Bethany,Jarrell,Female,83,1961-10-29,VP Marketing,Property,Affluent Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,12
Clary,Bennitt,Female,57,1979-12-21,Civil Engineer,Manufacturing,Mass Customer,N,NULL,Yes,8
Franky,Nanninini,U,49,,Administrative Officer,IT,High Net Worth,N,,No,
Kori,Antoshin,Female,10,1995-03-15,,Property,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,5
Blakelee,Tassel,Female,50,1972-10-31,,Financial Services,Mass Customer,N,1.00E+02,Yes,12
Ninnette,Pandey,Female,77,1994-09-08,Account Executive,Property,Mass Customer,N,1.00E+96,Yes,5
Stoddard,Giacomoni,Female,31,1960-09-02,Structural Analysis Engineer,n/a,Mass Customer,N,âªâªtestâª,No,18
Ric,Kondrachenko,Male,35,1970-07-08,Actuary,Financial Services,Mass Customer,N,â¦testâ§,Yes,11
Courtnay,Allmen,Male,37,1962-02-07,,Manufacturing,High Net Worth,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",Yes,19
Erda,,Female,67,1966-04-04,,Financial Services,Affluent Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,Yes,19
Anabella,Mealham,Female,16,1994-06-02,Nuclear Power Engineer,Manufacturing,High Net Worth,N,1,No,6
Ives,,Male,38,1980-05-10,Software Test Engineer I,n/a,High Net Worth,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",Yes,14
Hew,Sworder,U,24,,Financial Analyst,Financial Services,Affluent Customer,N,,Yes,
Cortie,Hamshar,Male,99,1973-03-01,Account Representative I,Health,High Net Worth,N,â£,No,8
Sholom,,Male,32,1973-07-11,Research Nurse,Health,Mass Customer,N,0/0,Yes,10
Sylas,,Male,80,1996-10-08,Database Administrator IV,Manufacturing,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,1
Wes,Crotch,Male,83,1975-04-13,Nurse,Manufacturing,High Net Worth,N,á ,Yes,22
Roma,Le Gallo,Male,84,1973-02-02,Teacher,Manufacturing,Mass Customer,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",No,15
Arabella,Delgaty,Female,58,1961-08-06,Food Chemist,Health,Mass Customer,N,../../../../../../../../../../../etc/hosts,No,6
Karissa,Leal,Female,97,1974-08-06,,n/a,High Net Worth,N,"''''""",No,13
Tina,Pristnor,Female,70,1955-11-06,,Health,Mass Customer,N,nil,Yes,18
Claire,Trahar,Female,18,1971-09-20,Technical Writer,Financial Services,Mass Customer,N,null,No,8
Cissy,Jeffress,Female,43,1998-09-24,Account Representative III,Health,Mass Customer,N,Ù¡Ù¢Ù£,No,3
Celinda,Asher,Female,30,1979-05-08,Software Test Engineer II,Property,Mass Customer,N,",./;'[]\-=",Yes,17
Koralle,Winckles,Female,63,1965-05-22,VP Product Management,Health,Mass Customer,N,â¡,Yes,12
Damian,Dutt,Male,47,1979-12-15,Editor,Health,Mass Customer,N,âââ,No,16
Konstantine,Terne,Male,47,1979-01-10,Research Assistant IV,Manufacturing,Mass Customer,N,ï½ï½¨(Â´âï½â©,Yes,8
Brendan,Aird,Male,58,1976-10-28,,Argiculture,Mass Customer,N,"''''""",Yes,16
Nata,Ozanne,Female,48,1964-07-08,,Manufacturing,Mass Customer,N,âââ,Yes,10
Andrea,Rand,Male,76,1986-05-08,Programmer Analyst III,Health,Mass Customer,N,01-Feb,No,21
Torey,Beharrell,Male,61,1991-09-29,Physical Therapy Assistant,n/a,Mass Customer,N,1,No,2
Vitia,Crum,Female,19,1980-08-05,Help Desk Technician,Retail,Affluent Customer,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,6
Henry,Phillps,Male,51,1985-08-12,,Entertainment,Mass Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,7
Cristabel,Bim,U,3,,Recruiter,IT,Mass Customer,N,,Yes,
Clerissa,Columbell,Female,66,1995-02-14,GIS Technical Architect,n/a,Affluent Customer,N,ï¼ï¼ï¼,Yes,1
Hersch,Gilkes,Male,83,1977-06-23,,Financial Services,High Net Worth,N,â°â´âµâââ,No,12
Nadya,Callaghan,Female,61,1991-09-11,Software Consultant,Financial Services,High Net Worth,N,â°â´âµâââ,No,3
Nichols,,Male,99,1985-11-08,Computer Systems Analyst II,Entertainment,High Net Worth,N,null,Yes,18
Amanda,Hazeltine,Female,93,1956-11-08,Pharmacist,Health,High Net Worth,N,1;DROP TABLE users,Yes,6
Byram,Lamberts,Male,11,1981-01-22,Director of Sales,Argiculture,Affluent Customer,N,/dev/null; touch /tmp/blns.fail ; echo,No,9
Tam,Prestner,Male,53,1975-05-29,Analog Circuit Design manager,Manufacturing,Affluent Customer,N,"""'",No,6
Chryste,Nornable,Female,13,1982-04-13,Accounting Assistant II,n/a,Affluent Customer,N,1'; DROP TABLE users--,No,15
Fredek,Lobley,Male,14,1994-12-28,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,-1.00E+02,No,1
Marina,Scorrer,Female,91,1994-04-21,Software Test Engineer II,n/a,Mass Customer,N,â°â´âµâââ,Yes,1
Ollie,Restorick,Male,18,1978-03-27,,Manufacturing,Mass Customer,N,testâ testâ«,Yes,11
Cherin,Thireau,Female,50,1990-02-19,Staff Accountant I,Manufacturing,Mass Customer,N,-1,No,3
Dill,Bampford,Male,47,1959-03-23,Safety Technician II,Financial Services,Mass Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,Yes,6
Georgie,Henze,Male,25,1999-02-01,Design Engineer,Manufacturing,Affluent Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,4
Fairlie,McGavin,Male,30,1973-09-17,Engineer I,Manufacturing,Affluent Customer,N,ï¼ï¼ï¼,Yes,11
Duffy,Cotillard,Male,82,1991-12-13,Developer III,n/a,Mass Customer,N,,No,3
Joelie,Sherlaw,Female,77,1963-03-23,Quality Engineer,Health,Affluent Customer,N,1.00E+96,No,5
Riva,Yushin,Female,68,1968-01-20,General Manager,Property,Mass Customer,N,åè£½æ¼¢èª,Yes,9
Piotr,Saladin,Male,60,1971-06-24,VP Accounting,Financial Services,Affluent Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,13
Orson,Tythacott,Male,25,2000-03-08,Electrical Engineer,Manufacturing,High Net Worth,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,Yes,3
Trueman,,Male,77,1993-08-19,Engineer IV,Manufacturing,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,3
Karlens,Chaffyn,U,29,,Engineer III,IT,Mass Customer,N,,No,
Rickey,Gregolotti,Male,98,1975-02-26,Technical Writer,Manufacturing,Mass Customer,N,1.00E+02,Yes,14
Melisse,Massei,Female,75,2000-12-05,Librarian,Entertainment,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,1
Tanya,Boddis,Female,7,1967-07-17,Technical Writer,Financial Services,Affluent Customer,N,-1.00E+02,No,16
Cathrin,Rosencrantz,Female,90,1977-01-02,Research Associate,n/a,Mass Customer,N,00ËÆ$-,No,10
Brant,Follis,Male,8,1954-01-22,Data Coordiator,n/a,High Net Worth,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,5
Josey,Alves,Female,56,1977-10-30,Analyst Programmer,Retail,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,17
Orazio,Wissby,Male,62,1954-09-25,,Telecommunications,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,No,15
Inna,Atack,Female,19,1991-01-25,Research Associate,Health,Mass Customer,N,-1.00E+02,No,5
Joann,Corrigan,Female,77,1959-11-17,Sales Associate,Manufacturing,Mass Customer,N,0/0,Yes,12
Thorsten,Gregon,Male,37,1993-03-21,Accounting Assistant I,Financial Services,High Net Worth,N,"__ï¾(,_,*)",Yes,6
Amity,Widdall,Female,74,1982-10-20,,Manufacturing,Mass Customer,N,1.00E+02,No,16
Jamal,MacRury,Male,12,1988-06-23,,Manufacturing,Mass Customer,N,,Yes,7
Ina,Habershaw,Female,17,1962-02-17,,Financial Services,Affluent Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,14
Elysee,Spurr,Female,51,1999-04-30,Food Chemist,Health,Mass Customer,N,1.00E+02,Yes,2
Abe,Ealam,Male,41,1955-01-09,Speech Pathologist,Manufacturing,High Net Worth,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,14
Bruce,Lackie,Male,26,1993-11-20,Computer Systems Analyst IV,n/a,Mass Customer,N,ï¼ï¼ï¼,No,4
Burk,Walczak,Male,90,1977-12-17,Business Systems Development Analyst,n/a,High Net Worth,N,â¢,No,10
Dane,Swansbury,Male,47,1982-04-05,Financial Analyst,Financial Services,Affluent Customer,N,á ,Yes,10
Wesley,Nichols,Male,11,1996-03-05,,n/a,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,No,6
Ronda,,Female,23,1975-02-10,Systems Administrator III,Argiculture,Mass Customer,N,-$1.00,No,9
Cliff,Nolin,Male,24,1999-07-28,Structural Engineer,IT,High Net Worth,N,â°â´âµ,Yes,2
Shel,Duke,Female,19,1976-07-05,General Manager,Manufacturing,Affluent Customer,N,../../../../../../../../../../../etc/hosts,Yes,15
Urbanus,Pichan,Male,81,1986-10-25,VP Marketing,Retail,Mass Customer,N,â°â´âµ,No,7
Margo,Saltmarshe,Female,27,1972-06-01,Programmer II,n/a,Affluent Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,No,19
Fayth,Baudins,Female,20,1969-01-27,,n/a,High Net Worth,N,â£,No,7
Terrel,Kreuzer,Male,93,1991-06-23,,Manufacturing,Mass Customer,N,ï»¿,No,7
